sale_id,transaction_id,employee_id,sale_date,quantity,discount
77bf7a39-8a12-4b12-b3ff-39b6ae593927,3d9783ac-0ad0-48b6-a19c-a7eeaa4014ad,dad300e3-5c77-411a-8fb6-2817c3066509,2025-08-13 00:54:01.733917,9,0.01
6bfbd9d5-1d33-4b50-a9fa-5706b07bed05,ed64a2d7-6a5f-4f67-b5d3-60e8b4b82ff2,55f7dccb-4281-4a66-9e8d-b0bd5fabac47,2025-07-13 06:35:21.450411,5,0.04
f04dccfa-5b87-4aa9-ac93-f411b7fc7469,b21fd287-93b9-4610-9b43-fff74935cf46,07c28d3d-9d0e-41e8-a491-756b7ab6bd71,2025-03-22 01:26:46.042869,10,0.06
bcafd332-8071-4772-95aa-695bf9bddadd,672c00f4-c030-46a0-ab09-a1293042dd71,6ed2798e-098f-4a97-864f-d7bf6ede4545,2025-03-03 08:26:50.982371,4,0.13
24c233e9-be51-4df5-bee9-4cb0c5299ecd,52ffd6bc-63fd-4d50-9da6-cd1d90374c17,d0c263ec-d2f3-4f2a-bc00-41ac4e0c5c1a,2025-02-13 18:21:05.941921,3,0.08
a33c6691-80f3-420d-9a83-2ffa94c6c85f,1df0d033-96f7-4565-978f-654b3cc25068,7836b0ab-568e-4666-b492-13a29ddecaed,2025-03-16 06:55:12.176128,1,0.23
60628fd4-9273-4e30-b809-d91ee8e01f29,6a68e0aa-334d-48b8-bfe1-91a6c4486536,e2cb2221-136e-4379-900c-b21896e62bc0,2025-06-21 14:48:46.992569,3,0.15
f2aadeca-200b-4b12-a036-bbefd1d3d0be,917a2d2e-ed3a-41e3-8769-0a3f07546c1d,c5c1e57c-d90d-44af-936d-7ba280ca95e5,2025-03-13 10:38:43.337262,10,0.29
833fc28c-4e17-4e07-a591-58b9463e2f08,ed63de2b-8eed-4cd8-926f-6b87d4635f69,b40d6103-7595-4cbf-a7cc-7126e5d2bb6e,2025-05-17 00:25:40.482859,5,0.12
0087f78f-77bb-44e8-88ad-06399c1a36ab,c0c44e12-8aa0-4fdc-a692-a3bc23a5c676,ad0d6213-2658-4cbf-b189-781f061cf876,2025-06-28 15:56:31.443985,2,0.1
f348c052-23d0-4d93-9211-52e32991e5e2,51dc82cf-f628-4647-853b-34ae548f83ea,5150e082-d938-40fb-94d5-70e2c9b6b286,2025-05-12 23:02:28.595105,6,0.29
fd34acf1-86fd-4cf9-a5e4-7d2e697dae5c,af7bd61d-58c9-4ed9-bc62-a7a6150fa490,a2351b4c-7ae1-41d6-ab64-eb399702fcfe,2025-06-04 22:16:15.738067,5,0.15
6c877526-b028-4cbe-a804-6e8a3501ca98,d889bf6e-9ae5-4532-89af-fec68af7e05b,8c136f5c-caec-4791-8688-b28c9ae3db03,2025-05-13 09:46:37.542082,5,0.28
3a150d50-1e27-43e1-8b0b-5abc498008f2,ddf516d6-2e6c-49d1-a393-605d11c7b3ba,7fcea371-cabc-4ce3-86d8-f4c351912a31,2025-02-03 12:51:28.519411,1,0.01
e6b56a4e-a2fc-486a-b7cf-5ff77117aaf7,d44df602-c672-434a-ad3d-14f9eba1d2cd,110251c4-50e2-45f8-aef9-05960c2c9796,2025-02-24 01:18:24.894730,1,0.07
bad4c774-c939-4fc0-b31b-60b33d44c1be,d7c09ccc-8db6-431b-a286-e7f2d80dcd67,64eee7bd-2e69-4be5-b036-23493743c7db,2025-06-29 23:19:32.942132,6,0.2
20c2fbb0-46ee-45c4-9f6e-701b4613b3f3,03424667-c8b7-456b-919a-4f5098087a74,f63d4808-ad70-4707-98fa-e4eec30a4a85,2025-04-24 12:34:54.509980,9,0.11
555ea00c-309b-40c0-90c8-9421fd7a29b0,e3ac73bb-e621-49b6-bca4-eb009ee66d14,eac862ff-5f19-4e3c-8243-00db867a8efd,2025-01-11 16:39:48.977997,1,0.2
8076ae3c-476f-49f2-8f1d-e3bf2362be52,da483b49-243c-4cce-9860-7cd45b73c9db,e6dce382-d1dc-4d3e-91af-c3781c919a52,2025-05-08 08:28:33.783700,1,0.18
b0ecef5d-2fde-479c-a1c1-0f26e11cb7f8,b12e02f6-5095-44d6-88dc-bf603d48d416,a18d5d74-c4fe-4233-bf39-4f6641f7a79b,2025-03-13 17:22:18.440690,8,0.17
03e80fa7-cf6d-4051-9aa5-88a7faff9b99,d6253e09-da54-4614-830a-0aaddb79ec60,cc86e842-72ac-41d9-a66d-fec5a4003a0d,2025-06-02 04:20:16.055622,9,0.27
13db0f44-b117-4601-96ff-9f90a41db59e,49756bfc-e2d1-4f05-ae13-64bc417cd37a,e06b94f2-5d4b-41d1-9fbd-a95e28ac6ef4,2025-08-23 01:29:13.442633,2,0.03
254c4caf-4e9a-485b-b8dd-60405174f67a,f93fcad1-0dbd-4a0b-ab8e-d91900c1d440,c7d72995-7421-4100-ab2b-38b3174e9a4a,2025-03-05 01:06:58.506464,7,0.28
66af95ae-2d05-439a-9a66-ad4920b1885b,ea438ad0-b79f-415d-994b-e14d72e58d97,c62b40ff-4d35-482d-b92d-60989d42eae3,2025-06-22 12:31:09.687138,8,0.22
782d1703-b436-42af-b520-629513388378,ff8da704-74ad-434b-947f-f04d0bcedbbe,706e4c64-5906-4c89-83e6-d8f3fced63f7,2025-02-08 14:47:15.674681,4,0.26
f68d9a11-e317-4dd1-90fe-2dda37cf2f53,08617d17-5ee4-4663-92a8-221b75d8c5e4,b9ea2e08-af6c-448e-942d-bed11d52be58,2025-04-11 21:09:17.229327,4,0.18
b37f3df2-982b-4d63-9486-bd5b4db91d40,51a2a23a-5d82-46f9-895c-6b8e5ed9a15f,e37646e2-b900-49af-9229-103abaa53858,2025-02-10 00:08:57.636604,3,0.27
1c322e57-d703-4a77-a366-9b120e42e86e,e0491834-a83b-45e5-bff1-174cd473660e,8ac8ff31-1f93-4277-9c38-eda12b79aec4,2025-04-01 05:46:46.364823,1,0.18
ff5a6e6f-15a3-4ba6-bb8c-e135e0816755,b4b09482-b02a-4f69-a03d-b841d5c5c93a,935ed2c8-3a05-4ee3-9c37-7d2b4100d4b8,2025-01-23 23:09:10.386106,4,0.2
ec674b0c-fb9f-425f-803f-ed92e0e35e02,42aaa522-5c80-45ac-a492-a902582555c8,e28f7ffc-605f-4204-be1f-395372b0d5dc,2025-06-27 07:09:30.190063,10,0.22
06a4a533-a586-4f32-8485-a367d94b5a33,bb8871ed-7c31-498a-a394-78e225079666,6898d0b5-9f6a-4da1-b106-480dd83dcf55,2025-03-14 20:55:15.512835,9,0.18
5deed479-d8e1-4f02-9eba-06350cef9eb6,3b5890f3-b03a-42b5-a68e-321077471458,1414cc8e-4090-4187-b82f-cf903aa888e5,2025-01-04 18:01:39.229281,10,0.06
2ec2ff09-45e4-4bc6-90df-2646376556f6,def313b7-21a7-4273-b679-c3d3191b0df2,f99e4074-4ea6-4467-9865-0c02e96fff66,2025-04-22 09:24:04.339926,7,0.2
ef016efd-37f8-4eb4-a50a-be0f27e95012,469b99e8-b49b-4927-a3a7-319ae89b2688,20c259d2-aa7d-4447-94a0-a5011e76b579,2025-03-24 02:30:37.764081,4,0.23
f411bbab-7f20-425b-b1d5-b4f7ebda108a,4c417611-951d-4715-ae51-bb767dd2635d,a420b1e5-310b-40e5-a7e6-fd50aeda7239,2025-07-21 02:09:15.805957,10,0.05
3daad939-4f14-4114-9ff0-8eeee70b0e58,f3b024ba-9464-46c5-a1da-94d4afcc1de4,5f1c3236-f258-43d7-b088-e61e5047d1f4,2025-07-19 00:27:35.615660,10,0.12
5c0f2fe7-c69a-40a5-b4dd-0613d8590522,09c589fd-51a8-456f-a4b7-623919a1e7af,3fa4f493-7e8a-4386-b997-0ed026acba11,2025-06-04 05:21:08.764259,4,0.04
908ee11b-703c-4563-8c82-7de751a7a374,c6a95a65-c087-48a3-a1fa-4f950acd8ba5,64eee7bd-2e69-4be5-b036-23493743c7db,2025-08-16 20:00:54.865953,9,0.3
26dea1f5-b1dc-47ce-847e-3b3854982990,3a930fa1-3611-4ec6-8bbd-ea88c060b5bf,06f0682a-34fd-495c-b83e-ae191abc3908,2025-07-29 15:18:31.247614,9,0.01
180fdcd1-1253-4f14-9d38-5cf2fc28ad7e,8de26f58-f9e8-4c16-9358-eaa6e8c7be45,db5f3412-01d3-4651-afb0-fd95091e9630,2025-08-13 02:20:47.312036,8,0.29
1f9bb2f6-0668-4c32-9248-83d65e6e9dc0,2c19c1eb-2eed-4435-8df5-d705fa252d57,04d0c1b2-2ac6-4066-a614-fbb64ec53604,2025-04-08 00:35:44.340777,7,0.08
ed13ca90-3519-4f0d-a182-39e7839dfbd9,85e349bd-ba87-428c-9116-6a747385ec88,6433608a-b292-4281-94ad-1614bda4fc2a,2025-05-18 13:54:18.024606,1,0.2
4de0f804-cb48-4b0f-bdd1-f29d0a2de0fa,a10ebc4c-62f2-4204-8b1d-e37b0785276b,5d42ccbf-9780-4454-a2f3-e7e338461aec,2025-03-02 01:47:25.587349,6,0.02
13b0611c-bde5-4522-886e-b2e7e421a9b4,1152b5a2-fded-4b7f-98f8-29ab0a43b1bd,eac862ff-5f19-4e3c-8243-00db867a8efd,2025-08-06 03:48:48.417047,10,0.29
0cb8d7dd-ef38-4a51-b884-9b4bf3dfce0a,cfb9b667-3d83-43c7-aa1b-04e6997d581b,fd2fa378-9865-43fc-a210-f7864e7b6745,2025-06-02 10:40:43.004972,2,0.11
5eab4703-a8a6-479a-b6e0-0127b28abd87,e83f22a9-9e77-46d7-9117-01525833e470,c110a7f3-93cc-40ce-9433-d2005bf93757,2025-06-01 15:04:13.246155,1,0.28
d68a248c-3d3b-46a7-9bee-e1db52d715ea,01a33416-1419-43f6-b926-d099e619446f,664746fc-a4aa-4e2a-88d6-6b2377fc17c1,2025-06-24 10:48:45.969341,7,0.18
8a4b0ad0-4887-45e5-ab59-6fcbb3c41ae9,937e9388-d21b-42c7-a730-e152706cd210,a14eb1bb-28de-49ef-9789-932a0268aa88,2025-02-15 18:57:39.995102,3,0.12
16115bb7-f1c3-449a-a6c1-932d537cea33,9ac84b67-9896-4cda-8764-721e38d8586c,858d7ebd-c7ed-4ec8-9c13-c773ec94c330,2025-06-09 05:04:22.594115,2,0.15
95ed66cb-df72-4c45-ab02-c341592335aa,612ebd38-eb2d-4130-b07f-d7cfdab28151,ecb7fa66-cbd4-4599-8eca-9781b2549f7f,2025-03-17 11:07:45.086407,1,0.28
ac579dba-9c94-44a3-bcb7-ac6a1c6ee4bb,0aa891ab-e686-4d18-adb1-6248e600262f,db5f3412-01d3-4651-afb0-fd95091e9630,2025-08-12 18:54:43.446412,10,0.05
75762cb7-31f0-46ac-ad28-853bffdac8f9,ec04a614-ac0e-48a1-96eb-972dcbc0b1c1,038d23ff-6e20-49fd-b6cc-ee35515ac61a,2025-08-16 00:17:28.986120,5,0.21
18826263-976c-4f2e-8ffd-a0e72f403993,424ce92f-2faf-40c5-9b4c-eff5daeb2252,09d3c84f-de9a-4865-b372-a97b38a3973e,2025-03-05 12:44:02.583905,8,0.29
e9fc218e-6397-403f-ae33-941ce81ed56e,3f7c59e7-9ab2-4478-bcb9-84e2fcfa3c63,de9afa5c-ac41-4079-a7dd-793e9a914c75,2025-01-26 05:25:49.267189,6,0.02
c10c0002-396b-434c-a29c-6e4ac0126c07,e52b9023-bf96-475f-9933-fc0962a26ba7,c9d10a5f-b56f-4788-9f67-6aa2b553bdd4,2025-06-23 01:10:13.494287,9,0.03
62ed4117-ee82-4aff-b8cb-73ea51921525,eee5dad2-07b3-4d09-886a-461834a795dc,3a03b1fd-6138-4ac8-815c-9780849bdd4c,2025-08-04 10:47:40.910773,3,0.09
e84dd8e4-bfd8-45fc-afd0-895816b8d1ab,18c6bb3a-3746-4f0c-9ed8-989fb6333181,8225c487-a8b0-49a8-8681-4816a2e80bad,2025-07-05 22:11:31.313778,8,0.18
d8b81aea-4b78-4217-9e11-658e9cb29cc1,295e5497-2bd0-46c4-8998-e3f2bdc8f174,28a25aa9-47b6-4792-96a1-8a07515a657d,2025-08-03 05:18:30.889744,9,0.03
fb71200c-fbe0-451c-ac90-287af79c5a9e,95ea21a6-f632-466e-8051-a538324bdb69,b1cfa9b6-7a69-4b48-92ba-5b8cbc7ebccd,2025-07-27 09:03:32.330406,7,0.0
51a2386a-6341-47ab-b892-486624f2fc1c,36f758e4-eb4a-4dac-a79a-6b0118e71926,3805a250-e3df-4298-9504-d5c281664e0e,2025-05-24 22:38:23.398206,5,0.05
56fc7bd9-c245-4fe9-8387-c48e6a1d336f,8a978ddb-2cd8-4cf3-b9d9-371c52b8f946,d445994b-e099-42b2-9f9c-ac24dac9ede8,2025-04-15 01:30:24.835366,8,0.13
174b5bfd-568c-4075-90bc-53a7801eadd5,d25b44f7-40da-4289-8fd3-aca61e1eb548,64e4310e-bb54-4a27-bdaf-c83c12d7f2c3,2025-05-20 00:25:51.048038,8,0.18
91e896cd-3b91-4746-b606-497f70ddaa4b,2a304226-3c70-4a29-aea8-a0d38a28c88e,859c2dc8-2d67-41f0-8a8f-a2c7df88363a,2025-02-11 00:18:33.346518,10,0.22
fc1a3a3a-1459-4eb9-9523-5451fd765b90,2b04396c-a1dd-442b-a95b-92416df1b556,9ecf7d53-1561-4d30-9127-403da3aaa8ee,2025-01-02 02:33:30.658975,8,0.04
d58cc799-3ca2-49aa-9643-c0cbc5f52622,58420742-4aca-4915-a2ef-c73c7179ddaa,a36c54e1-cf0c-4774-a1d3-7107b195948c,2025-02-06 12:55:49.400173,2,0.22
df9b23e6-189c-4762-b62f-e41159033ab2,3e61b1e4-2f59-4237-ab1e-ebf994fee5ca,54da2713-bb6a-4ab2-8e18-1d41ed69c820,2025-01-10 14:29:55.594012,2,0.2
3c91c037-51f4-4031-b34f-754422d4edb3,cc6be690-736f-487f-b3d4-24e080d26c88,52461d2a-db70-429d-8335-6875d53e1bd6,2025-02-12 08:37:07.058542,7,0.23
d645dced-8a03-45b5-b997-30d9317fc561,660d1284-e6ac-4458-aa38-4a056e68cef4,ed34c298-2acf-4773-a485-f4ce65a36218,2025-08-26 00:34:11.307901,10,0.0
699cf5ca-f516-4cbb-879e-1f78fd1ddcb4,cc996270-3cc2-41a2-a23c-9a7c7b14b24b,aa868518-848a-4179-80df-f14a5b76bc9c,2025-06-02 07:15:59.268421,3,0.3
55b08b0b-d72c-4524-a5a6-111c06ea767c,a3ce0c0e-7cbc-4f04-9972-961d65c275ae,751ae86d-7cae-47fa-849d-778b12893641,2025-04-18 10:41:02.343670,9,0.06
d17316bf-f058-4c56-b698-7c1b127daac7,641681a5-5777-42ab-b9d4-d6c72bc5fb82,f2d28870-e9a2-42fb-8352-6b7f76c2e486,2025-07-29 01:01:48.994885,8,0.02
382fb0de-4ad8-4036-86a7-6beb403a1512,0f38ad03-c5f1-4f7b-af05-1a852299a530,df4b5d23-6f8e-47e1-a47d-9bd29a2d045d,2025-07-14 21:38:27.504458,9,0.1
b755e809-d92c-4a3e-8582-f5b362efcb5c,c1857a79-9a06-4742-b83d-1e3312a1599a,4b81b980-077b-47c1-83c1-4ba0e8e28009,2025-01-04 18:41:28.396940,2,0.2
ea045707-8bc6-495e-9b77-7fb18ee106fa,967829d6-f12a-4424-9285-7376407b736f,0e284883-8eed-40b7-a3f7-87a69adf508b,2025-04-29 05:23:39.803233,2,0.16
756a0fde-c97c-4ba6-911e-7766ee50520c,2ee99f5f-5e75-4549-89e5-346e7e05f5cb,85c7cd04-9236-48b8-9fa6-701604a712f5,2025-05-25 04:50:29.037700,2,0.06
7e358a7f-9869-4ec6-babc-206cd2190d0a,9e9b08bf-2d69-4f3d-8703-41dbf168d8cd,7ccc5910-9fea-4f17-b79d-ddb83490f3c6,2025-05-23 08:52:13.649227,2,0.09
f57afc72-f0ca-47d8-aa8c-49020382f800,2c73e390-6445-43ec-bd48-978bb352fd06,6517ebea-82b0-4b67-8f2d-afefd627283e,2025-06-28 22:02:26.514166,9,0.2
9176b0bb-ebc1-4e2e-8ad8-43785018c2d8,1abb6cdf-2f36-4a0f-bd3d-2f75c3891373,cf78df67-25f5-45d7-9787-e677601a0858,2025-07-22 17:54:50.982420,1,0.28
b472a81a-2ee4-4e4a-b38d-f2ae6d523a6e,4c74f7d3-dda5-445f-976e-24e359878b44,f76fccf8-57da-41ac-b3f2-e3b77594fe07,2025-01-06 17:48:34.957868,3,0.26
a1665723-12c6-4958-bb9f-e2b51b8a8315,6e9d8f0a-9b88-45b5-8ac1-e74a65acc035,ddd33222-dff4-4a41-ab2e-b591096ce4e0,2025-02-12 19:38:18.230796,1,0.01
a5ffbecb-9e48-41d7-8e57-701cfab1f63f,a198a1b6-78ba-485e-a145-0a949923a4c5,de919361-16f8-4bce-a8f8-03890a1e1cf1,2025-04-04 13:14:29.029448,1,0.13
733196de-5676-4998-b9ba-0d1930be858d,875672a0-7bdb-4902-a73d-d435ed7d040a,b634ac44-35e3-4a47-84f2-84d9be6b00c8,2025-01-18 03:39:20.237479,6,0.3
9cbdad1d-cfcc-4b30-b2c7-8dd94f925f66,4b5ab310-d497-4d02-81fd-496cffa56f29,66d19b56-7faa-4415-9f71-84637ed72858,2025-08-16 10:36:34.390684,10,0.04
3d14af5e-5763-4718-991e-d626e8c67c82,d06f3381-039a-41f5-90aa-e7448c567895,da29c767-9da8-4df0-962f-113336b40a92,2025-03-23 03:40:05.879370,5,0.21
4a93ed46-a7fd-41a5-9f4b-47beff76dff7,6902a159-de7c-4560-a8a5-0a56a163d483,c71924f3-e472-4c9f-ad90-4a41081a2c96,2025-02-18 04:04:33.341595,2,0.08
e806682e-4c11-4849-a5c9-6c8c88a3b434,90a6d872-be86-44c4-a098-5156fbb63472,a18d5d74-c4fe-4233-bf39-4f6641f7a79b,2025-08-19 02:26:19.430352,3,0.2
fe67ded8-3b0f-4680-9151-fc8cf4b718c2,7bdd97f2-8765-4caa-8b9b-73150768f888,248d48f7-afee-42a7-93b0-e9db5d3b21ca,2025-02-13 05:33:45.476533,5,0.17
9b3f0cd9-3b2f-4e9e-a74c-8cc8360b865a,5a43506f-d236-4f2a-a137-9db2d3d141f8,9f377962-26c0-48bc-9a7e-a972fb8571d8,2025-03-01 08:34:49.499343,4,0.01
acb6f2ed-ff78-4286-a256-f2f453e55941,42ee1d52-068a-477e-9642-663ad308d3fe,821cb0ba-b383-44c0-9fed-9e19b39bb06d,2025-02-16 05:13:50.589374,9,0.04
6796021e-709d-4113-8e12-2ba786bd5dda,de7e1c7d-b32e-4883-ae7b-dc9e2cab5cb4,82e0affd-0e02-4f2b-bce0-380f80d30609,2025-07-17 07:03:18.982505,2,0.03
e65f81de-6502-4aa2-8f77-165c854dab34,a88e4a29-f420-4730-bd38-35ad0645c58a,8ad4285c-eb28-4a40-a51d-9006fcea0444,2025-05-31 12:01:58.663552,6,0.05
e68c7d98-d857-4c5c-8c40-ebf552e7af7e,ba3e7d38-a0fd-49b3-9362-19e8ae8522e5,95041821-12b3-4fde-9863-3e9e0e8a8035,2025-03-13 19:54:20.928717,9,0.03
509a4a6d-e788-4c01-9018-b83fca85ef77,0f449128-4f97-4e78-8570-8bbb850c7f29,8755a276-a269-4ae2-8eea-d527f5f8c42e,2025-04-12 17:53:59.686651,8,0.11
f27df48b-25df-424a-994b-25f61228a0dc,a2986bc0-adc0-4eee-bc69-64a8ef04a9fb,c9b7d87f-7a4b-4f8e-a75b-2475244467f1,2025-05-24 04:42:04.494285,8,0.22
bb14891f-e176-4dec-8a6f-2fd26abe3b80,e71f3a61-f4a1-4b67-b4ab-ac03404ea87e,311644b8-8670-4f94-8620-520b9b3243ea,2025-01-06 14:12:45.526460,3,0.15
2e04ceef-5ec3-4c00-a337-5b99c68750cf,44d10932-1f5c-4ad3-a28c-405957c5c39e,bc272e95-d4fd-4506-a057-3c163be9fd96,2025-01-09 00:47:28.972170,3,0.11
9a7dc333-b56d-42cc-ac77-42a0087ce3f9,a69a9c44-30a8-4394-9a84-42b38b22ae75,1414cc8e-4090-4187-b82f-cf903aa888e5,2025-02-13 08:48:32.069566,7,0.25
62f40063-fdee-479d-b686-a50409037f56,06e229c6-eee2-4e7e-8a86-462cffb2979b,c5c1e57c-d90d-44af-936d-7ba280ca95e5,2025-08-12 17:07:31.014056,6,0.18
8bb85c62-584c-4c87-905d-0bf32a4c8af0,ddec390a-bf6a-4e9e-8026-75f84b91a7f7,c982192a-6d7e-4084-9e7c-d8cbe988c890,2025-01-12 07:04:44.598368,4,0.0
4897d064-055c-44c0-a7ce-46ef8bee966e,13edc73c-d571-49df-b1cf-b9169c32e504,601a4c1f-d0a5-4402-82a4-f49b1f903f80,2025-05-20 08:58:37.946803,1,0.16
4100e072-3866-46be-9f3a-de1de0b94090,d325b19f-081d-4e21-879e-6c662389dbf6,0fa3a3d1-3fa9-46f7-895d-5867c3ccecae,2025-01-19 17:40:32.329228,6,0.02
fccce46c-27e6-4c53-a995-0999a4c1a995,95109895-2121-43a7-8efa-f62164aed997,5e2e39bb-69d3-4d0b-9d0d-d90a8be5997f,2025-01-13 02:39:06.874007,6,0.07
9d44b553-3e65-42d3-b5f3-b55d345bf5de,bd4aeffa-454f-4350-be84-0bb02174c02e,4ea67d5a-d3cf-40cc-ab2c-0ae1a1560bfc,2025-01-02 03:54:21.099589,1,0.09
80c57469-0c93-4fa8-a42e-9fceb15dfa79,4c417611-951d-4715-ae51-bb767dd2635d,c9d10a5f-b56f-4788-9f67-6aa2b553bdd4,2025-04-10 09:33:53.529041,1,0.13
2cd1f53d-d698-425b-8a51-f6b3f4ac2517,4909fb5f-9049-4857-b17a-78d3f5aff996,a0bd666d-5966-49c0-9445-99adaa18985c,2025-03-13 17:06:58.741712,9,0.2
e4fb2e3e-c70d-414d-93f2-e86f3a84a3a8,7aa6ab6b-e968-4c20-9f0e-02cb207a1fa4,37434dc3-f2ce-450b-9aee-d84c172fcdfe,2025-02-28 13:11:57.159170,3,0.26
dc7fc2d5-c612-4ea2-9027-5940ec6493e3,1676a6b5-5a69-42bd-999a-1913cae042db,cfcb657a-df94-472d-b2ee-cc2dcd2931fb,2025-07-12 04:25:20.245719,8,0.12
b0259bac-10a6-43e3-82fb-7777c26068db,d8d55b47-17a8-4602-a473-8c63fc7f0271,f36e6d87-b5ff-461f-ac14-b87e7ec9bb74,2025-07-22 19:04:02.780805,9,0.18
b2863f40-9618-4cd6-ae95-13d6239054f2,46ec6c97-3416-4897-bb92-a8e6e1196cf0,712c213c-5c9e-466f-9327-cadddc5f9d5e,2025-05-31 18:56:05.768874,7,0.08
cdbed43c-6e42-4bbd-813b-d6d548edae20,d40bc191-6fe2-4f8c-a079-2377be1314bc,eb163b42-674d-4164-9bb5-ed68fe190c07,2025-01-06 14:35:18.763417,10,0.26
c94845e5-955b-49f9-9dc4-f3a1e9012648,8b55bb27-c2d2-48b6-a1b6-c557dd2e535c,fdc74476-dcae-4efd-b8ce-f5b91d1c97b1,2025-01-20 14:04:29.496799,5,0.29
92f8144f-3629-481c-93a4-6f9c4f51e697,5f620f5a-c48f-4c5a-af25-4b09960a9010,52461d2a-db70-429d-8335-6875d53e1bd6,2025-05-02 00:25:49.703204,7,0.09
b65559ad-3a3f-48bb-89e4-e718244b2caf,99499757-2dea-43dd-bd5c-c5481c325df0,9141eed5-4965-4045-801a-d280ae8529f7,2025-01-24 09:21:18.968071,9,0.05
