transaction_id,customer_id,product_id,transaction_date,amount,currency,payment_method
b1eb737e-c241-4dae-9057-08a60733cb6a,c70cd402-5647-46c5-b487-2723e5ba5012,ea315d4e-b9b5-426d-a915-c06c7ccf35a6,2024-06-13 15:42:41.852023,224.96,HNL,Debit Card
6c2b37d5-394c-4a76-9bc5-95c0a66339a8,fb09016a-f7c4-4984-980c-4a98d8e38f6f,8620c936-cdd3-47ec-bb43-a367abfeb9a0,2024-09-02 02:09:58.210003,64.94,SAR,PayPal
6a235373-3fba-412c-b52d-d0beb7a9699c,8f4a6f66-1cfb-4c9e-b5d1-762128dafe9f,989f2cd4-07f0-42de-bd1e-df47d183dac1,2022-05-22 09:26:12.782949,260.6,JMD,PayPal
35b22698-15f1-4914-96df-38b3a1c48991,c2b00911-82af-4d73-9332-58a2525fca32,3c2f4de0-ea80-4b91-8ff2-3632295bf64b,2022-05-19 18:16:15.595753,229.47,SAR,PayPal
09cf8c8f-3514-4027-9685-8fbe36a7bb01,c61f9bc1-97e0-4185-93dd-3d233d99e2fd,afb90c0c-3a72-4d23-ae3e-92bbe60caf61,2022-08-17 21:20:48.500683,450.78,XCD,Credit Card
82030766-6308-4f1b-8259-d12512131c5b,125afbb8-2b5d-4bfb-9887-6986146e46b4,66def305-3794-4cfa-be5f-0b967c4279df,2024-11-29 18:41:54.102289,476.39,AUD,Debit Card
e770f149-b3c7-4e8b-b7f5-8ba908d5e0e4,181b9089-b218-4f32-9cb7-7720e74c7714,27202c71-3661-439c-9880-7b5b938e9639,2024-07-04 18:16:15.370058,136.67,SGD,Debit Card
caf445db-a5d2-43ca-925a-e66c574eb009,dfff0ecc-d120-4d7b-a2cc-d1da4fa43c13,7a2ff291-b162-426d-8d82-375395a37998,2021-03-29 14:43:46.448485,493.38,XDR,Bank Transfer
09ce415e-a3fc-46b6-982b-bf2603395e58,c420abfb-d782-4495-9902-91557a67f1d5,09ac9fd6-857b-4b88-addd-cce651aa6d26,2021-12-23 09:30:09.929132,409.84,MMK,Debit Card
2754cb0c-bfdd-4d5a-9ae4-ada2ac49a3c7,12f12ece-eaf8-42c9-a1e3-ad5135cc59a1,7a1cb677-0752-4293-9ccf-45c5d25cb2e1,2020-04-16 02:10:35.559166,119.72,TZS,PayPal
f0df69ae-c3f8-47d1-98bb-a369d1e6ebe6,5627c83d-c20b-4ba4-9219-c48b57793cef,67018ab2-59d8-4a83-8aa1-f6a5af098411,2023-06-30 16:37:20.200612,105.05,RSD,PayPal
479f5419-26d7-47cf-a219-fa4ddf4eea6f,82045125-aebe-473a-b9c7-831e632ee0d9,bd6cbf67-5bde-4978-9af7-a2520edcc26f,2022-08-25 10:05:31.304155,117.27,TVD,Bank Transfer
ce83c4be-8e8c-41ea-adb6-0f4234967261,aa34a0fb-43da-453d-8d77-4f1103858f72,229c6512-02ae-44d4-af34-0f03b0db09ce,2023-09-10 14:17:20.488862,261.05,LAK,Debit Card
44e3b282-3f74-47a6-85cd-3df08a503fa9,e909d506-ba03-47db-8aea-f1e3af2756b2,242caf5a-66ee-4a2f-9cd5-a036852814c8,2024-04-24 03:30:59.931512,100.65,RWF,Credit Card
3174d760-4b28-4fda-8f6a-5afb8fa3ec4e,ff711450-93e8-40c4-b503-ad2671eee413,70cb8f58-db6a-419b-bc88-1c1fbc86aa61,2024-09-11 20:52:29.027305,114.24,TTD,PayPal
21cab3c9-4269-4f9f-998b-cdd25585bd68,e5e0e6c0-a9ad-4d93-8673-5d9e754b90ba,ad1dd90b-76af-4057-9007-bf81368ead60,2022-06-30 13:27:20.043452,190.94,LKR,Credit Card
c16f09f1-243b-4b59-a94c-780acb0e5c6a,3459f25e-00ca-4cd5-a51d-c45ea67f59fc,2f827349-15cd-483d-8fba-c58b4c1fa6d2,2024-04-25 23:32:56.492407,258.29,TTD,Debit Card
f439de77-af9e-4e24-b45d-9947c30a6212,41de32d7-8b06-4a53-b7bc-0221057f34fa,42349330-b27b-481f-b740-f89c13c295a3,2022-10-08 06:09:02.468969,239.28,BND,Bank Transfer
967829d6-f12a-4424-9285-7376407b736f,0ff61ceb-a41a-49cf-964b-4cb63e4eae6f,4716181f-d09c-4bbc-a84c-eec48474a374,2021-07-06 02:55:09.466735,452.24,VUV,PayPal
f11e0e65-4f54-48e2-b30a-96b2c71f5bd9,0f203a1b-02c8-4d78-8ecf-4775a6db8c5e,9311853f-6606-42b9-a00a-25307a6b8af3,2020-06-12 04:27:23.639708,487.57,KWD,Bank Transfer
af053072-aa75-4e1e-b5ae-cfe0aaa39649,6c798084-f294-497d-b772-23c96cb79f01,889ff9e6-0997-4235-b3f2-b47f0cb97300,2021-10-17 13:45:02.635077,247.99,IMP,Bank Transfer
bd8994df-cbbf-4a78-a146-84e739a56e16,d32332e3-69d5-4060-9ce2-0d606f03b7dc,d1062b82-e1f3-45c7-9e58-29e741522e72,2022-04-15 07:48:02.011932,235.19,RSD,Bank Transfer
f1ee1bf9-e626-4877-a1f1-584fc5c5a80e,9080546c-fdc2-4647-bd8a-6fe0001a95db,7f4fc19b-07af-449e-a82b-79d246920f3c,2024-01-06 23:51:26.139720,409.18,MUR,PayPal
b45c46fa-39e5-441d-aed4-bed474ccaf16,c5c5d265-2cac-4557-97a9-07708eed5e27,1fea96fe-509b-4e69-ab8d-581a3f3d69ac,2022-12-01 10:28:55.021668,62.66,MMK,Debit Card
1a557999-95d2-4c55-9b1d-34391282c641,812e03ad-340d-43a7-aca9-844d05634f27,56e1bd20-7c9a-453c-9dea-9e9932dfdd0f,2024-03-15 07:59:38.253658,442.07,ILS,Credit Card
a1e091e3-bdf6-43e3-a419-19f3c6d543c0,8187511f-d6e5-458f-8fa4-9e81f87ab7d7,742a0e20-1886-4a30-8787-5ad00ed4f9a0,2021-10-07 14:44:44.937958,287.85,IQD,Debit Card
7d971e2e-cb6f-48e7-b6e5-df3b026d8671,f640f095-ad1c-42a0-82df-abea0732480f,0a813ed0-8451-4acf-bbc7-f99d9180b82a,2023-10-28 07:54:25.927488,108.68,SRD,Credit Card
a584e5d0-c301-4ec1-9696-6c566f03b343,0d772e4d-ecec-4b87-85a2-1c19616f7d9a,54bacfde-c614-426b-bc36-4c23cdd4c7d8,2023-11-08 15:45:13.635842,121.16,COP,PayPal
86485153-2661-4cb3-a3ad-29928ae48b6d,c4648a3f-1444-46a5-a725-f1271a88ec67,d177e9db-21a7-46d3-ac87-b396b126a937,2021-07-10 11:26:33.644902,357.85,SDG,Debit Card
58add7f2-3bea-44f8-9c11-b73e650e132f,85bd2d10-4fa8-4c57-b3f7-79bb7838e990,d4c09551-f6e5-41a7-a4ec-ec13760ce2f8,2022-03-17 14:53:00.082989,400.83,KES,Credit Card
66329184-ee10-4c9f-9e3a-49df037f184e,d0a6456a-91f0-428f-a61f-fe0893ab9208,dacfbab8-0a44-4b10-8804-7ae86c8527e1,2021-05-10 21:21:23.466018,49.76,VEF,PayPal
c3b88207-79d7-43d1-8ce0-ecfd2f1a028b,baef2250-b155-4dd9-a57a-6c7666ca575a,f6402717-1c2a-490c-9849-7a2528fa0d18,2021-09-02 01:50:25.753442,475.69,NGN,Bank Transfer
3291924f-1d76-4165-89d7-430fd8c9f81c,6d4b9de2-d885-4dd6-ab74-1608e41f1521,a11287af-efe3-4b9a-9c37-09a05c0aa8fc,2021-06-14 08:14:18.971438,162.51,AOA,PayPal
6001ecbb-3e91-49fb-a68e-7ebe9d2e2b46,4d8b6e89-202c-4a74-acea-74b01444db14,79ad3697-60dc-4ad9-8623-cffbe94d04b9,2020-12-04 12:56:39.974610,291.29,ERN,Credit Card
1b4874c8-dc86-4bc7-bc7a-9ed2aafc53f8,224cbf06-d0a7-4995-b90f-7c627dfcfc05,d359d63c-7ff9-4ae3-8a7c-46b6229b7591,2022-09-01 02:32:39.087538,259.68,USD,Credit Card
509c819f-4b0c-462c-a5b3-699c837f86b3,f640f095-ad1c-42a0-82df-abea0732480f,a2bc43da-7842-4a23-b9f9-fbc5c8024e58,2020-01-09 06:38:54.549855,478.37,MGA,Credit Card
2b77b56d-20ad-4c58-a66b-2673edf00f78,3dc01e0a-9a33-4508-b7ad-9e714b3d6995,cff1e33a-da4b-4aab-b602-60ae0f64186d,2024-05-09 09:56:40.562481,428.6,ZWD,Debit Card
c19deef2-1893-46d5-a9a4-83165a72971d,5db167b6-6421-453e-ae83-f710ead20c80,3523ac30-7bd2-4c78-8d59-26eb09724b59,2021-12-06 20:41:39.606246,39.57,KWD,Debit Card
8582c025-2180-43a0-b141-e21b73c3d9ed,e9d30782-6066-46ac-9540-b0238beef08b,a11287af-efe3-4b9a-9c37-09a05c0aa8fc,2020-06-06 11:01:06.481761,375.25,IDR,Bank Transfer
9a5cc0a5-121f-4134-a5a3-83b78bbde2eb,3e056c65-d9b0-47fe-83a4-3722f56f4ef0,7a2ff291-b162-426d-8d82-375395a37998,2024-08-16 20:37:22.037823,246.15,NIS,Credit Card
7938c3ca-5bd0-434b-8c92-f5b294047da6,1bf2bc8f-eef0-4403-b4a0-fceda8904f09,c9389501-6a1d-42ab-951a-a460bc92cc4e,2023-06-30 06:29:44.168229,451.18,KWD,Bank Transfer
4a06f97c-a641-4d11-98ae-8376af15abba,ae5abcde-0f9c-4a4b-b098-00f5bfad3e7e,f8708179-9667-4619-a846-81adc231bffa,2020-05-30 03:54:11.747320,399.13,BAM,Bank Transfer
8c3cfa50-4703-4728-916b-9e413065464e,8ab42181-2ad7-44c4-9ef0-1b0a08d80282,3d0daaaa-5b21-4ba8-b427-266f4d293e17,2024-10-27 08:39:46.408154,256.0,FJD,PayPal
1e03f401-054c-4515-8eac-204d61dae064,d6e913c3-1b11-4be0-9e48-9ab78b99f2b5,63033e22-ed9b-474f-b534-1b0a3ee6f87d,2020-08-23 06:56:16.712622,386.57,NOK,Credit Card
dfff45ac-06c9-403b-9bcb-edab0c188994,192cb2a2-97cb-4499-97fb-e8b373ef17f4,12203a49-e2db-4ff6-87e6-a9db35596e51,2024-02-03 11:50:51.876400,38.59,NZD,Debit Card
422e4241-8433-49b9-86ab-4a66d0ecfa8f,c82890c4-65a7-40af-baf6-8078f27a320d,122ef051-d958-424b-93ce-c6cf4d7220be,2022-07-12 03:18:14.653770,432.72,IDR,Bank Transfer
acb48f18-f6d5-4330-90fd-25104d711d4d,7c2e4665-74a5-4058-8712-0886f7ccda62,27dfdf14-9720-4b56-9736-977ece01eba6,2024-09-30 19:54:01.410827,474.16,MNT,PayPal
923a12e0-91bf-4113-ba2e-228ecaac0eb8,1c50d6c7-3238-454b-8e33-678e4e206f92,efcd8544-741a-4ab4-b350-9e9f784e4c18,2023-12-15 23:27:01.292786,297.84,XOF,Bank Transfer
99a662c1-d860-4120-a971-fbb05063c19c,b5a8e4a5-f9c4-474b-bd6d-8630d14a9e8c,acbd2cd9-9d89-4c5b-9ba9-cec1f70db1de,2020-07-29 04:28:27.933252,391.68,ARS,Debit Card
c95d8100-31d6-468b-9b5c-cab7ae379326,663f3ed7-b924-4b70-934f-277d7fa5c536,bb06621a-a331-4a65-b476-6635a5113b59,2025-05-06 05:31:24.256560,183.25,NZD,PayPal
b49d2f01-8f99-4a39-a772-4bae1180ec79,3ebbd1ce-130f-4555-a85e-7ce9f44a3760,63033e22-ed9b-474f-b534-1b0a3ee6f87d,2020-11-03 22:22:46.883274,67.85,PAB,PayPal
3342e097-5b26-41e2-8f12-5126de11f303,47fa77ec-8ee5-4d8f-b17d-570b0e7d0ef6,6b852c15-d06f-465c-be41-35d737ffa5dd,2023-06-02 16:57:48.087743,259.05,CLP,PayPal
cea556d6-1f6c-4e45-b735-aabb0d89120a,a0d009a5-9a10-4906-a807-552226fcdcc3,297bd940-d560-4d57-aa40-54eaaba90233,2025-03-19 14:00:22.848399,59.83,MGA,PayPal
b61ad03b-2d16-4277-ad61-bc0129b513fc,78e1d21e-c734-49d6-8344-d9f7bc5f2e9f,21590947-defc-4f47-b826-92f57f45805d,2024-04-27 21:34:17.560758,212.18,DKK,PayPal
336775c1-7aa1-46d0-ac8c-d6a917598dff,a09e5d0d-5fc3-459a-95eb-aed29f906e0f,f6402717-1c2a-490c-9849-7a2528fa0d18,2021-07-17 11:41:58.519568,119.13,ANG,Credit Card
8ea3e9b0-f992-452b-9627-1a4d4889ff17,3cfba83d-2037-4720-835e-8f52abc0bf64,70cb8f58-db6a-419b-bc88-1c1fbc86aa61,2023-07-13 18:08:05.243192,415.08,CDF,PayPal
6e12257c-01f8-4679-be8e-21f9074da779,b1dbd60b-853f-495e-a81b-0db3ec7487fb,6e8662b5-4b40-44d6-a5b0-349c591ff953,2020-09-15 21:27:12.232545,31.08,SAR,Bank Transfer
49a41c70-ba69-42b3-b5ba-c318d8cd706f,00c96856-b4a5-4c72-a575-32231394d1c2,79ee42f4-fa72-40b9-a54c-960f8531185f,2025-02-27 00:46:14.002724,312.88,SYP,Credit Card
5e6cb1d7-5e0d-4e1f-a9f2-7feecca2b172,9b1b734a-650b-4867-a766-30fde2460df5,42349330-b27b-481f-b740-f89c13c295a3,2025-06-16 16:41:59.772716,80.16,KPW,PayPal
74bbb95e-26c0-45d0-988e-8820d1cf5133,0bddb78d-dc40-4770-9648-7bcb9687a1f5,1bd136bc-4b3d-466b-b06a-6df5d62c7363,2020-10-03 02:35:12.133945,340.75,MZN,Credit Card
a9a32fac-7296-4adf-99c0-64019a6816c6,3e47d55d-d077-4e01-84ef-3f054ba19a47,fe930fad-e74c-458f-be2f-9c3d8aedb92c,2022-12-17 01:35:05.653533,153.66,TND,Bank Transfer
d223ce92-8c06-4574-91b0-e502721f0cf6,cf1f39a1-d451-4008-aec2-47ddc2587931,193d6121-8a0c-4bde-bab2-452e7d1e7142,2020-10-11 08:18:56.868674,135.03,BDT,PayPal
5d63af76-d0bd-437b-99a8-ded79d2be876,79404f08-3111-4737-91e7-452dffa40481,cfd86032-e6c0-4a2f-999d-42c15cd3f43b,2023-10-04 13:36:12.286263,326.85,GBP,Credit Card
bb8871ed-7c31-498a-a394-78e225079666,3e056c65-d9b0-47fe-83a4-3722f56f4ef0,0a15244f-8c8f-4e87-9955-422a514a2798,2020-08-03 03:46:31.113184,432.46,SEK,Bank Transfer
45c618a0-6528-4d72-8411-a33bcd409c24,3cfba83d-2037-4720-835e-8f52abc0bf64,ad1dd90b-76af-4057-9007-bf81368ead60,2023-09-20 16:42:12.736867,346.82,RON,Credit Card
039b504b-173a-4ecf-9503-a348cc3ba59a,5b36e717-bbd7-44c5-956b-3365e8a76c96,b8463b30-ac03-4cec-9111-5def4dd61c05,2025-06-17 02:14:29.995553,333.74,CUC,Debit Card
ec90c161-9aec-4c5b-bd68-e9d57f71b325,b1dbd60b-853f-495e-a81b-0db3ec7487fb,3e0ebdb2-d1f6-49e0-baf3-ddf796368929,2023-05-22 08:03:07.334197,77.82,LYD,Debit Card
af5f05f4-1bd5-4a53-baab-6a5962090027,8187511f-d6e5-458f-8fa4-9e81f87ab7d7,d015624e-5d67-46b3-841d-a4b1350892d4,2021-05-22 12:50:13.525117,174.79,FJD,Credit Card
9e4245c9-d466-44c8-841e-4869010c454f,df275c71-b866-431f-8b79-f0ab4b18d80d,d4c09551-f6e5-41a7-a4ec-ec13760ce2f8,2025-05-30 16:52:47.848921,345.85,NIS,Debit Card
2394b4c6-c36c-42ce-a9ed-09059dd45182,09f19a51-9e22-4748-8865-396dc4b82b14,0cfaa1af-9201-4e97-ba8f-b6617265a73d,2022-08-21 22:56:18.274134,274.0,QAR,Credit Card
3b836477-ed5e-49f1-8917-e2ee49f08daf,ded1faf8-ada3-4ddd-9469-1072a1ad87cb,bb06621a-a331-4a65-b476-6635a5113b59,2022-05-04 19:11:24.853026,478.55,DKK,Bank Transfer
68ee19a1-d16d-4957-8298-11c27e0c0342,a6238288-6497-4d9e-b230-87355cbf7b1c,9184fa51-bb2a-4e6d-91b8-0540e126ae80,2022-03-11 11:27:36.054968,242.18,SDG,Bank Transfer
f9563c13-49cf-476d-8237-2cf91dd15981,c67d2e48-5b84-453e-96ec-f9c84e1e335a,d177e9db-21a7-46d3-ac87-b396b126a937,2024-05-04 22:24:22.438317,241.95,JMD,PayPal
9d8aec41-0e0f-44b4-84b1-64d94345ff89,1329ff77-8000-45dc-afa8-d6061a0d1798,218ec719-fc8e-4692-a967-12a8cdf0aa0e,2024-10-05 03:54:07.720580,228.47,MNT,Debit Card
d4acd3a9-aa14-4993-9768-b1844c201824,a7b1cdcb-7c54-4f67-be4a-a72a1a7cbd85,26a9408d-cf0a-4c95-b5c3-40823b702a25,2024-07-11 18:04:26.240682,63.0,AWG,Debit Card
392daed5-3d27-4753-8cbd-cdd9f4b29804,26733081-e5fd-48b4-8623-eb22cf8c5fbb,178c0e50-c2e6-48ae-9839-5e37508e73ec,2023-03-29 07:42:01.871820,191.35,CRC,Credit Card
b57b2c28-484a-4240-b129-fc97e31e5bf4,fb792361-03a2-4890-b2ee-bcab351f976f,c6281119-0858-429f-8b4d-607b3edb8e14,2022-10-03 16:29:24.771985,462.15,CUP,Debit Card
79f8ee2d-2d01-4603-b081-021f73499c3e,91ec873c-2f9f-485b-abc6-85a2178539cf,70cb8f58-db6a-419b-bc88-1c1fbc86aa61,2023-02-24 08:57:12.778495,265.66,LYD,Credit Card
c970394c-8d4f-4570-acae-21aadcbeea1c,959ba518-5341-4acc-ae77-915543fd97ec,989f2cd4-07f0-42de-bd1e-df47d183dac1,2021-01-19 04:38:34.097546,428.88,WST,Credit Card
ff8c28cf-a592-4d89-ac69-4bab00d598aa,3704bef1-c535-4410-9e6b-8817481ad507,f8e2b744-a24c-4d50-b2ec-5f10215da9a7,2023-03-08 10:08:49.643776,256.35,JPY,Debit Card
105dc565-74ab-462c-929b-1ba445820d90,72ef438a-92ef-43f5-8a0f-311d4bafe786,943cc788-02de-4850-94e4-44e0953af032,2025-07-31 12:42:37.865971,496.03,RUB,PayPal
52ee3f7a-c60a-4ce6-8e18-1ac44217da70,4f7ac975-6068-42e7-b49a-ace21872f86f,65cc51d3-bc12-472b-8083-362e25be104f,2021-04-26 17:09:42.662138,182.38,TMT,PayPal
c2bfc854-d7e7-46d1-af32-f1277b907797,e8af66f7-6285-4968-ac86-ae79734acf70,ea315d4e-b9b5-426d-a915-c06c7ccf35a6,2020-06-21 22:14:12.976850,300.15,GBP,PayPal
d3b8076c-b265-424a-8fd9-d6142fbeac31,44ff74b0-ccb7-4154-a023-48e03c5cee06,8374186c-5e86-496e-9e3b-d25e9eb970b4,2022-01-05 02:00:08.502892,446.4,AZN,Debit Card
a4ae316a-a052-4305-ba71-8ad2e58d2d55,7b082d5a-6c87-4d6a-b80e-4ba69559b5f7,d4c09551-f6e5-41a7-a4ec-ec13760ce2f8,2024-11-12 11:42:34.456764,486.06,TVD,Bank Transfer
745d641e-3d72-4016-a738-84e0e0294a65,ce5716d6-56f6-4175-9159-2811ebc4a867,5f693fde-6f4c-4cd5-9c3a-39856d08ffd9,2022-10-06 18:33:24.364641,268.25,CLP,Bank Transfer
53df540f-c42a-4a2b-9364-fd4badd9f1be,ab20a710-c2da-4ea2-b959-59689862de47,fbb3c735-271f-4818-95e2-485e276ead32,2024-02-08 00:29:51.748845,354.81,SZL,Bank Transfer
b2bb1d24-b652-4aa6-90f2-51af00704cf7,9a8c5efb-0009-4704-b8ce-0c0c29fc81e4,fc407583-3cff-4d3d-9230-a32489420588,2023-05-21 00:10:15.585738,243.93,SDG,Debit Card
b5406118-2178-43cb-af1b-e563f21df30d,a368503d-8dec-49c5-b85e-d43d2c35e703,2dcb451b-4232-4237-a915-b3425d917ba8,2020-04-05 12:06:44.188433,241.99,BWP,Debit Card
f56e4c37-2d7e-4651-8b7e-32182fb75d40,08e08252-3744-4325-a7c8-b2c06bb9522c,178c0e50-c2e6-48ae-9839-5e37508e73ec,2024-10-31 20:51:18.164020,178.79,MVR,PayPal
ea00ecb9-3b2c-44a5-94f6-10a586449246,ada5eeff-04a5-4032-b767-669163256e9e,720c996b-6494-4c75-a650-ccb465f313ce,2024-06-29 22:21:53.556124,404.66,LSL,Debit Card
3a46dc8e-cd6d-45a1-a265-64b28cbe6c9c,e017852a-a489-425c-9ff3-30721f85c522,12ef948f-91a0-434d-b871-285d1e967aab,2020-05-31 13:50:23.586329,55.35,NGN,Credit Card
0a65c94b-7514-49bb-ab24-fcc0774256b6,ee1f1d37-532d-46f3-8018-05406af1c3ec,c6281119-0858-429f-8b4d-607b3edb8e14,2024-05-23 05:59:52.302877,187.63,KMF,PayPal
33adb2a1-0b15-4503-b6a5-1823dd398d01,e253ec2c-8732-4255-9e17-7bbf8688ecba,21590947-defc-4f47-b826-92f57f45805d,2024-08-31 19:24:39.769063,238.62,AUD,Bank Transfer
7d149b4a-b578-424b-b809-5cbd78493794,c3841464-d7c4-4f8c-a0b6-045868d9c27e,3c2f4de0-ea80-4b91-8ff2-3632295bf64b,2025-06-23 18:22:50.319289,128.41,BHD,Debit Card
471ed4f3-885f-49bf-83f2-a64dd9b587ce,61d3b0e4-8a54-4228-986e-7e9d59e75e54,d359d63c-7ff9-4ae3-8a7c-46b6229b7591,2024-05-01 08:59:44.589744,234.94,AWG,Credit Card
6b6cca90-92a9-41ca-bb06-8881401c10e5,ff711450-93e8-40c4-b503-ad2671eee413,12ef948f-91a0-434d-b871-285d1e967aab,2021-02-11 20:15:26.108882,9.41,PEN,Debit Card
947d4226-4771-49ee-905b-029e53bf1298,7713bd82-af33-4e0d-b436-505a77c402d5,57b31530-1371-4b95-b42d-0cf380673b8c,2025-04-21 21:52:16.009548,410.35,BGN,Bank Transfer
74f4c3c1-7f6d-4315-94b9-efe0d34447b9,82313306-a5dc-4f05-977f-3b3e560122db,178c0e50-c2e6-48ae-9839-5e37508e73ec,2024-09-08 19:03:32.197613,161.34,SAR,Credit Card
2873b6cc-7f1e-443a-9717-eb75a8bfc532,f1414856-1fa9-4e3d-9d9e-c57ebdf45757,70cb8f58-db6a-419b-bc88-1c1fbc86aa61,2023-01-23 16:11:45.973867,392.34,DOP,PayPal
c9753e90-3e03-4829-a326-2631f36b088a,915c16b5-3458-4bb1-8a57-6304f5fd08f8,ee81d961-d3e4-40d8-bee1-0cd6fe3a8fc6,2021-07-10 16:20:46.458908,320.37,YER,PayPal
54530225-53e6-42f7-aae0-15f80f0f0059,9187912c-c7e9-400b-a0b2-26656e67e2e8,1c1f1b3d-df05-4fe5-9649-612c15435765,2025-02-10 01:24:46.373137,47.54,JEP,Credit Card
00e44ac3-7dfb-4b2b-ad87-7bed0d04ef75,ed1338de-c658-4da0-8d0a-d2a339740730,08dfbfb8-6f40-40de-9d14-280fa3317849,2020-04-08 16:02:50.936697,162.47,NAD,Credit Card
1851962f-6928-4ea8-9de4-a0b49fd0b9bf,102bc8f1-3ed8-40ce-b100-a968b18104a2,cfd86032-e6c0-4a2f-999d-42c15cd3f43b,2023-09-15 10:07:24.437615,267.14,PLN,PayPal
b2134791-6e6d-46d3-a619-e4e1f951f5a3,271a83d4-321d-4305-9472-aa2a7096a408,720c996b-6494-4c75-a650-ccb465f313ce,2023-01-26 10:44:39.628407,382.63,AFN,PayPal
f055b2a9-429c-4876-82ea-7dd34399ce3e,b39ee5e0-e3e8-4de8-b70d-6300e66205a5,2365a9eb-6ce1-4ab9-b6b1-bb046e4de6e6,2020-09-04 12:56:16.479223,207.46,FJD,Bank Transfer
c1857a79-9a06-4742-b83d-1e3312a1599a,10ced499-81c3-4306-880a-d80d9fd67938,d16715ce-350a-4430-8173-62fe6e9e96a3,2024-02-06 16:11:46.147030,253.54,LAK,Debit Card
35356383-c026-4dbe-b187-a79b77552325,0d772e4d-ecec-4b87-85a2-1c19616f7d9a,66def305-3794-4cfa-be5f-0b967c4279df,2024-08-16 12:36:55.693755,49.44,NIO,Bank Transfer
23f87295-26c2-4d02-8242-bec0369357c1,581eaf93-cfda-4cc9-9d46-26caf692b8b3,2f827349-15cd-483d-8fba-c58b4c1fa6d2,2020-08-20 23:57:57.502078,237.41,JOD,Credit Card
0081b32e-ebb9-400c-a0c5-4d68a2ad5ff3,fdbe48dd-fdba-4899-b8a1-4cb78b7a7bb1,6b852c15-d06f-465c-be41-35d737ffa5dd,2020-06-03 15:32:21.996050,364.67,BBD,Credit Card
edccf84f-7664-416d-a194-3d30640c0ad4,82be041a-b459-499f-8c69-72f873468326,2b82415a-5239-42d1-9cce-45ac42a30f8b,2024-02-21 06:49:42.758404,401.23,BMD,Debit Card
34b15311-4f42-4304-bf9e-c66f60434ae8,808fcb2f-2801-4653-b6d5-38c15a1f3ace,5ebbaf76-b429-4f29-a939-e3232503a1ec,2023-06-10 11:18:48.983990,263.94,ARS,Bank Transfer
b8ab7a45-e579-4637-b00a-665f221edc34,3b5471f0-5272-4a24-a50e-6b5ba7cb35ea,218ec719-fc8e-4692-a967-12a8cdf0aa0e,2022-08-04 20:05:35.091144,42.42,XAF,Debit Card
ad45ca29-bf20-4d20-ba6c-564a22dca3c9,52115d5a-288d-4317-907e-b026b8b24c1b,82501748-c1e0-438e-acd6-87ecd3472a13,2020-09-20 09:13:46.629840,9.62,MNT,PayPal
9eb24e23-b3d4-46e4-b48a-d88f375c1531,4b3574ee-af73-4ebc-a52c-b8013c198a5c,27dfdf14-9720-4b56-9736-977ece01eba6,2024-07-16 04:40:09.798120,371.23,KHR,Bank Transfer
